kopi: [bpnn] % ./nntrain iris.net iris.pat
Backprop Neural Network Simulator
 Version 5.0
 (C) 2000 Mengjie Zhang, VUW
 mengjie@mcs.vuw.ac.nz
LR = 0.200000, M = 0.000000, CE = 0.002000, R = 0.500000 PERCENT = 101.000000
Trying to allocate 1064 bytes during network creation... Successfull
epoch = 1, mse = 0.212, Percentage = 41/75 = 54.67%
epoch = 2, mse = 0.214, Percentage = 35/75 = 46.67%
epoch = 3, mse = 0.216, Percentage = 33/75 = 44.00%
epoch = 4, mse = 0.216, Percentage = 32/75 = 42.67%
epoch = 5, mse = 0.216, Percentage = 33/75 = 44.00%
epoch = 6, mse = 0.214, Percentage = 34/75 = 45.33%
epoch = 7, mse = 0.211, Percentage = 34/75 = 45.33%
epoch = 8, mse = 0.208, Percentage = 36/75 = 48.00%
epoch = 9, mse = 0.203, Percentage = 38/75 = 50.67%
epoch = 10, mse = 0.198, Percentage = 40/75 = 53.33%
epoch = 11, mse = 0.192, Percentage = 43/75 = 57.33%
epoch = 12, mse = 0.185, Percentage = 45/75 = 60.00%
epoch = 13, mse = 0.177, Percentage = 48/75 = 64.00%
epoch = 14, mse = 0.170, Percentage = 49/75 = 65.33%
epoch = 15, mse = 0.163, Percentage = 50/75 = 66.67%
epoch = 16, mse = 0.157, Percentage = 51/75 = 68.00%
epoch = 17, mse = 0.151, Percentage = 53/75 = 70.67%
epoch = 18, mse = 0.145, Percentage = 53/75 = 70.67%
epoch = 19, mse = 0.140, Percentage = 54/75 = 72.00%
epoch = 20, mse = 0.135, Percentage = 57/75 = 76.00%
epoch = 21, mse = 0.131, Percentage = 57/75 = 76.00%
epoch = 22, mse = 0.126, Percentage = 60/75 = 80.00%
epoch = 23, mse = 0.121, Percentage = 62/75 = 82.67%
epoch = 24, mse = 0.116, Percentage = 64/75 = 85.33%
epoch = 25, mse = 0.111, Percentage = 65/75 = 86.67%
epoch = 26, mse = 0.106, Percentage = 65/75 = 86.67%
epoch = 27, mse = 0.101, Percentage = 65/75 = 86.67%
epoch = 28, mse = 0.095, Percentage = 67/75 = 89.33%
epoch = 29, mse = 0.090, Percentage = 68/75 = 90.67%
epoch = 30, mse = 0.086, Percentage = 68/75 = 90.67%
epoch = 31, mse = 0.081, Percentage = 68/75 = 90.67%
epoch = 32, mse = 0.077, Percentage = 69/75 = 92.00%
epoch = 33, mse = 0.073, Percentage = 69/75 = 92.00%
epoch = 34, mse = 0.069, Percentage = 70/75 = 93.33%
epoch = 35, mse = 0.065, Percentage = 70/75 = 93.33%
epoch = 36, mse = 0.061, Percentage = 70/75 = 93.33%
epoch = 37, mse = 0.058, Percentage = 70/75 = 93.33%
epoch = 38, mse = 0.055, Percentage = 71/75 = 94.67%
epoch = 39, mse = 0.052, Percentage = 71/75 = 94.67%
epoch = 40, mse = 0.049, Percentage = 71/75 = 94.67%
epoch = 41, mse = 0.046, Percentage = 71/75 = 94.67%
epoch = 42, mse = 0.044, Percentage = 71/75 = 94.67%
epoch = 43, mse = 0.042, Percentage = 71/75 = 94.67%
epoch = 44, mse = 0.039, Percentage = 71/75 = 94.67%
epoch = 45, mse = 0.037, Percentage = 73/75 = 97.33%
epoch = 46, mse = 0.035, Percentage = 74/75 = 98.67%
epoch = 47, mse = 0.034, Percentage = 74/75 = 98.67%
epoch = 48, mse = 0.032, Percentage = 74/75 = 98.67%
epoch = 49, mse = 0.031, Percentage = 73/75 = 97.33%
epoch = 50, mse = 0.029, Percentage = 73/75 = 97.33%
epoch = 51, mse = 0.028, Percentage = 73/75 = 97.33%
epoch = 52, mse = 0.027, Percentage = 73/75 = 97.33%
epoch = 53, mse = 0.026, Percentage = 73/75 = 97.33%
epoch = 54, mse = 0.025, Percentage = 73/75 = 97.33%
epoch = 55, mse = 0.024, Percentage = 73/75 = 97.33%
epoch = 56, mse = 0.023, Percentage = 74/75 = 98.67%
epoch = 57, mse = 0.022, Percentage = 74/75 = 98.67%
epoch = 58, mse = 0.021, Percentage = 74/75 = 98.67%
epoch = 59, mse = 0.020, Percentage = 74/75 = 98.67%
epoch = 60, mse = 0.020, Percentage = 74/75 = 98.67%
epoch = 61, mse = 0.019, Percentage = 74/75 = 98.67%
epoch = 62, mse = 0.018, Percentage = 74/75 = 98.67%
epoch = 63, mse = 0.018, Percentage = 74/75 = 98.67%
epoch = 64, mse = 0.017, Percentage = 75/75 = 100.00%
epoch = 65, mse = 0.017, Percentage = 75/75 = 100.00%
epoch = 66, mse = 0.016, Percentage = 75/75 = 100.00%
epoch = 67, mse = 0.016, Percentage = 75/75 = 100.00%
epoch = 68, mse = 0.015, Percentage = 75/75 = 100.00%
epoch = 69, mse = 0.015, Percentage = 75/75 = 100.00%
epoch = 70, mse = 0.014, Percentage = 75/75 = 100.00%
epoch = 71, mse = 0.014, Percentage = 75/75 = 100.00%
epoch = 72, mse = 0.014, Percentage = 75/75 = 100.00%
epoch = 73, mse = 0.013, Percentage = 75/75 = 100.00%
epoch = 74, mse = 0.013, Percentage = 75/75 = 100.00%
epoch = 75, mse = 0.013, Percentage = 75/75 = 100.00%
epoch = 76, mse = 0.012, Percentage = 75/75 = 100.00%
epoch = 77, mse = 0.012, Percentage = 75/75 = 100.00%
epoch = 78, mse = 0.012, Percentage = 75/75 = 100.00%
epoch = 79, mse = 0.012, Percentage = 75/75 = 100.00%
epoch = 80, mse = 0.011, Percentage = 75/75 = 100.00%
epoch = 81, mse = 0.011, Percentage = 75/75 = 100.00%
epoch = 82, mse = 0.011, Percentage = 75/75 = 100.00%
epoch = 83, mse = 0.011, Percentage = 75/75 = 100.00%
epoch = 84, mse = 0.010, Percentage = 75/75 = 100.00%
epoch = 85, mse = 0.010, Percentage = 75/75 = 100.00%
epoch = 86, mse = 0.010, Percentage = 75/75 = 100.00%
epoch = 87, mse = 0.010, Percentage = 75/75 = 100.00%
epoch = 88, mse = 0.010, Percentage = 75/75 = 100.00%
epoch = 89, mse = 0.010, Percentage = 75/75 = 100.00%
epoch = 90, mse = 0.010, Percentage = 75/75 = 100.00%
epoch = 91, mse = 0.009, Percentage = 75/75 = 100.00%
epoch = 92, mse = 0.009, Percentage = 75/75 = 100.00%
epoch = 93, mse = 0.009, Percentage = 75/75 = 100.00%
epoch = 94, mse = 0.009, Percentage = 75/75 = 100.00%
epoch = 95, mse = 0.009, Percentage = 75/75 = 100.00%
epoch = 96, mse = 0.009, Percentage = 75/75 = 100.00%
epoch = 97, mse = 0.009, Percentage = 75/75 = 100.00%
epoch = 98, mse = 0.009, Percentage = 75/75 = 100.00%
epoch = 99, mse = 0.009, Percentage = 75/75 = 100.00%
epoch = 100, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 101, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 102, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 103, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 104, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 105, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 106, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 107, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 108, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 109, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 110, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 111, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 112, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 113, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 114, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 115, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 116, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 117, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 118, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 119, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 120, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 121, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 122, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 123, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 124, mse = 0.008, Percentage = 75/75 = 100.00%
epoch = 125, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 126, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 127, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 128, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 129, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 130, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 131, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 132, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 133, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 134, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 135, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 136, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 137, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 138, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 139, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 140, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 141, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 142, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 143, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 144, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 145, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 146, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 147, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 148, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 149, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 150, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 151, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 152, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 153, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 154, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 155, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 156, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 157, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 158, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 159, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 160, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 161, mse = 0.008, Percentage = 74/75 = 98.67%
epoch = 162, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 163, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 164, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 165, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 166, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 167, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 168, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 169, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 170, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 171, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 172, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 173, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 174, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 175, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 176, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 177, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 178, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 179, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 180, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 181, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 182, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 183, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 184, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 185, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 186, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 187, mse = 0.009, Percentage = 74/75 = 98.67%
epoch = 188, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 189, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 190, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 191, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 192, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 193, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 194, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 195, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 196, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 197, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 198, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 199, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 200, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 201, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 202, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 203, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 204, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 205, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 206, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 207, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 208, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 209, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 210, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 211, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 212, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 213, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 214, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 215, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 216, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 217, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 218, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 219, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 220, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 221, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 222, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 223, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 224, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 225, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 226, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 227, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 228, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 229, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 230, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 231, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 232, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 233, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 234, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 235, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 236, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 237, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 238, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 239, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 240, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 241, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 242, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 243, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 244, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 245, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 246, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 247, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 248, mse = 0.010, Percentage = 74/75 = 98.67%
epoch = 249, mse = 0.010, Percentage = 74/75 = 98.67%
